id,name,age,country,position,club,clubLeague,inTop5League,internationalCaps,internationalGoals,internationalAssists,clubGoalsThisSeason,clubAssistsThisSeason,clubAppsThisSeason,isStarter,jerseyNumber,formLast5_mean
ENG_20_500,Noni Madueke,24,Inglaterra,RW,Arsenal FC,Premier League,True,11,1,0,1,2,8,False,20,1.4
FRA_16_670,Mike Maignan,31,Francia,GK,,Other,False,40,0,3,4,0,32,True,16,0.8
FRA_23_231,Robin Risser,22,Francia,GK,Lens,Other,False,12,0,0,7,2,9,False,23,1.0
FRA_1_128,Brice Samba,32,Francia,GK,Rennes,Ligue 1,True,4,0,0,4,3,3,False,1,1.4
FRA_3_220,Lucas Digne,33,Francia,LB,Aston Villa,Premier League,True,58,0,4,1,3,46,False,3,0.8
FRA_2_605,Malo Gusto,23,Francia,RB,Chelsea,Premier League,True,11,0,0,1,1,8,False,2,1.0
FRA_21_119,Lucas Hernandez,30,Francia,CB,PSG,Ligue 1,True,42,0,3,2,0,33,False,21,1.2
FRA_19_930,Theo Hernandez,29,Francia,LB,Al-Hilal,Other,False,44,2,3,2,2,35,True,19,0.8
FRA_15_293,Ibrahima Konaté,27,Francia,CB,Liverpool,Premier League,True,28,0,2,6,3,22,True,15,0.8
FRA_5_233,Jules Koundé,28,Francia,RB,Barcelona,La Liga,True,48,0,3,2,4,38,True,5,1.0
FRA_26_645,Maxence Lacroix,26,Francia,CB,Crystal Palace,Premier League,True,4,0,0,6,3,3,False,26,0.8
FRA_17_864,William Saliba,25,Francia,CB,Arsenal,Premier League,True,32,0,2,1,3,25,True,17,0.8
FRA_4_494,Dayot Upamecano,28,Francia,CB,Bayern Munich,Bundesliga,True,38,2,3,2,0,30,False,4,1.4
FRA_13_719,N'Golo Kanté,35,Francia,CM,Fenerbahce,Other,False,69,2,5,2,2,55,True,13,1.4
FRA_6_921,Manu Koné,25,Francia,CM,Roma,Serie A,True,14,0,1,6,3,11,False,6,0.8
FRA_14_276,Adrien Rabiot,31,Francia,CM,AC Milan,Serie A,True,59,7,4,7,4,47,False,14,1.2
FRA_8_809,Aurélien Tchouaméni,26,Francia,CM,Real Madrid,La Liga,True,46,3,3,3,4,36,True,8,1.0
FRA_18_882,Warren Zaïre-Emery,20,Francia,CM,PSG,Ligue 1,True,11,1,0,1,2,8,False,18,1.8
FRA_25_904,Maghnes Akliouche,24,Francia,AM,Monaco,Ligue 1,True,9,1,0,1,2,7,False,12,1.6
FRA_12_248,Bradley Barcola,24,Francia,LW,,Other,False,20,3,1,3,0,16,False,12,1.0
FRA_24_16,Rayan Cherki,23,Francia,AM,Manchester City,Premier League,True,7,2,0,2,3,5,False,24,1.2
FRA_7_684,Ousmane Dembélé,29,Francia,RW,PSG,Ligue 1,True,59,7,4,7,1,47,True,7,1.0
FRA_20_888,Désiré Doué,21,Francia,AM,PSG,Ligue 1,True,7,2,0,2,2,5,False,20,1.2
FRA_22_507,Jean-Philippe Mateta,29,Francia,ST,Crystal Palace,Premier League,True,4,2,0,2,4,3,False,19,1.0
FRA_10_810,Kylian Mbappé,28,Francia,LW,Real Madrid,La Liga,True,98,56,7,56,4,78,True,10,1.0
FRA_11_471,Michael Olise,25,Francia,AM,Bayern Munich,Bundesliga,True,17,7,1,7,2,13,True,11,0.6
FRA_9_626,Marcus Thuram,29,Francia,ST,Inter Milan,Serie A,True,34,3,2,3,4,27,True,9,1.2
GER_12_47,Oliver Baumann,36,Alemania,GK,,Other,False,13,0,1,6,3,10,False,1,1.0
GER_1_374,Manuel Neuer,40,Alemania,GK,,Other,False,124,0,9,0,0,99,True,1,1.4
GER_1_41,Alexander Nübel,29,Alemania,GK,,Other,False,20,0,1,1,2,16,False,12,1.4
GER_3_686,Waldemar Anton,30,Alemania,CB,,Other,False,13,0,1,1,0,10,False,3,1.4
GER_18_257,Nathaniel Brown,23,Alemania,LB,,Other,False,5,0,0,6,0,4,False,18,1.6
GER_22_184,David Raum,28,Alemania,LB,,Other,False,37,1,2,1,3,29,True,22,1.4
GER_2_15,Antonio Rüdiger,26,Alemania,CB,,Other,False,13,0,1,1,0,10,True,2,0.6
GER_15_778,Nico Schlotterbeck,27,Alemania,CB,,Other,False,27,0,2,4,4,21,False,15,0.8
GER_4_275,Jonathan Tah,30,Alemania,CB,,Other,False,47,1,3,1,2,37,True,4,1.0
GER_24_755,Malick Thiaw,25,Alemania,CB,,Other,False,5,0,0,1,1,4,False,2,1.0
GER_13_807,Pascal Groß,35,Alemania,RB,,Other,False,18,1,1,1,0,14,False,13,1.2
GER_6_914,Joshua Kimmich,31,Alemania,RB,,Other,False,110,10,8,10,3,88,True,6,1.6
GER_23_171,Felix Nmecha,26,Alemania,CM,,Other,False,8,1,0,1,3,6,False,13,0.8
GER_5_799,Aleksandar Pavlović,22,Alemania,CM,,Other,False,11,1,0,1,4,8,True,5,0.8
GER_16_644,Angelo Stiller,25,Alemania,CM,,Other,False,8,0,0,1,3,6,False,16,0.4
GER_8_704,Leon Goretzka,31,Alemania,CM,,Other,False,70,15,5,15,0,56,True,8,1.4
GER_17_900,Florian Wirtz,23,Alemania,AM,,Other,False,41,11,3,11,2,32,True,17,1.6
GER_9_671,Jamie Leweling,25,Alemania,AM,,Other,False,5,1,0,1,0,4,False,7,1.0
GER_14_267,Maximilian Beier,24,Alemania,ST,,Other,False,9,0,0,2,3,7,False,14,1.0
GER_7_234,Kai Havertz,27,Alemania,ST,,Other,False,58,22,4,22,2,46,True,7,1.6
GER_3_301,Nadiem Amiri,26,Alemania,AM,,Other,False,14,0,1,1,3,11,False,10,1.2
GER_10_806,Jamal Musiala,23,Alemania,LW,,Other,False,42,9,3,9,4,33,True,10,1.2
GER_19_349,Leroy Sané,30,Alemania,RW,,Other,False,76,17,6,17,0,60,True,19,0.8
GER_26_847,Deniz Undav,30,Alemania,ST,,Other,False,9,6,0,6,2,7,False,26,0.6
GER_11_999,Nick Woltemade,24,Alemania,ST,,Other,False,11,4,0,4,1,8,False,11,1.4
GER_25_125,Assan Ouédraogo,25,Alemania,RB,,Other,False,10,0,0,0,0,0,False,25,1.0
NET_23_25,Mark Flekken,33,Holanda,GK,Bayer 04 Leverkusen,Bundesliga,True,12,0,0,0,0,9,False,23,1.4
NET_13_626,Robin Roefs,23,Holanda,GK,Sunderland AFC,Other,False,1,0,0,2,1,25,False,13,1.0
NET_1_140,Bart Verbruggen,24,Holanda,GK,,Other,False,29,0,2,0,0,23,True,1,1.0
NET_5_981,Nathan Aké,31,Holanda,CB,Manchester City F.C.,Premier League,True,59,5,4,5,1,47,False,5,1.6
NET_22_299,Denzel Dumfries,30,Holanda,RB,Inter Milan,Serie A,True,72,11,5,11,3,57,True,22,1.2
NET_25_210,Jorrel Hato,20,Holanda,CB,Chelsea F.C.,Premier League,True,8,0,0,1,0,6,False,25,0.8
NET_1_383,Lutsharel Geertruida,23,Holanda,CB,RB Leipzig,Bundesliga,True,6,0,0,0,2,4,False,2,0.8
NET_6_240,Jan Paul van Hecke,26,Holanda,CB,Brighton & Hove Albion,Premier League,True,12,0,0,6,1,9,True,12,1.4
NET_15_27,Micky van de Ven,25,Holanda,LB,Tottenham Hotspur F.C.,Premier League,True,21,1,1,1,3,16,True,15,1.0
NET_4_755,Virgil van Dijk,35,Holanda,CB,Liverpool F.C.,Premier League,True,92,12,7,12,0,73,True,4,1.0
NET_21_856,Frenkie de Jong,29,Holanda,CM,FC Barcelona,La Liga,True,66,2,5,2,1,52,True,21,1.4
NET_3_754,Marten de Roon,35,Holanda,DM,Atalanta BC,Serie A,True,43,1,3,1,0,34,False,3,1.2
NET_8_626,Ryan Gravenberch,24,Holanda,CM,Liverpool F.C.,Premier League,True,27,1,2,1,3,21,True,8,1.0
NET_20_587,Teun Koopmeiners,28,Holanda,CM,Juventus FC,Serie A,True,28,3,2,3,3,22,False,20,1.4
NET_14_164,Tijjani Reijnders,28,Holanda,AM,Manchester City F.C.,Premier League,True,32,7,2,7,2,25,True,14,0.8
NET_16_13,Guus Til,29,Holanda,AM,PSV Eindhoven,Other,False,7,1,0,1,4,5,False,16,0.8
NET_26_123,Quinten Timber,25,Holanda,CM,,Other,False,11,1,0,1,4,8,False,12,0.2
NET_12_85,Mats Wieffer,27,Holanda,CB,Brighton & Hove Albion,Premier League,True,15,1,1,1,3,12,False,12,0.6
NET_19_118,Brian Brobbey,24,Holanda,ST,,Other,False,12,1,0,1,0,9,False,19,1.8
NET_10_56,Memphis Depay,32,Holanda,ST,Sport Club Corinthians Paulista,Other,False,109,55,8,55,4,87,True,10,0.6
NET_11_62,Cody Gakpo,27,Holanda,LW,Liverpool F.C.,Premier League,True,50,21,4,21,4,40,True,11,1.2
NET_7_173,Justin Kluivert,27,Holanda,LW,,Other,False,12,0,0,3,1,9,False,19,1.2
NET_17_536,Noa Lang,27,Holanda,LW,,Other,False,15,3,1,3,0,12,False,17,1.2
NET_18_567,Donyell Malen,27,Holanda,RW,,Other,False,53,13,4,13,2,42,True,18,0.6
NET_24_498,Crysencio Summerville,25,Holanda,AM,West Ham United F.C.,Premier League,True,2,0,0,0,3,1,False,24,0.4
NET_9_295,Wout Weghorst,34,Holanda,ST,AFC Ajax,Other,False,52,14,4,14,2,41,False,9,0.8
NOR_1_847,Ørjan Nyland,25,Noruega,GK,,Other,False,15,0,1,3,0,12,True,1,1.0
NOR_13_908,Egil Selvik,29,Noruega,GK,,Other,False,7,0,0,3,2,5,False,13,1.2
NOR_12_276,Sander Tangvik,24,Noruega,GK,,Other,False,5,0,0,6,1,4,False,12,0.8
NOR_26_237,Julian Ryerson,29,Noruega,RW,,Other,False,43,1,3,1,4,34,True,26,0.8
NOR_3_121,Kristiffer Ajer,28,Noruega,CB,,Other,False,52,2,4,2,1,41,True,3,0.4
NOR_2_414,Leo Østigård,28,Noruega,CB,,Other,False,5,0,0,2,1,4,True,4,1.4
NOR_3_861,David Møller Wolfe,26,Noruega,LB,,Other,False,22,0,1,6,0,17,True,5,1.2
NOR_4_997,Marcus Holmgren Pedersen,28,Noruega,RB,,Other,False,12,0,0,3,1,9,True,16,1.8
NOR_5_200,Torbjørn Heggem,26,Noruega,CB,,Other,False,6,0,0,2,1,4,False,17,0.6
NOR_6_783,Fredrik André Bjørkan,29,Noruega,LB,,Other,False,17,0,1,6,4,13,False,15,1.4
NOR_25_980,Henrik Falchener,23,Noruega,CB,,Other,False,1,0,0,6,2,31,False,25,1.2
NOR_24_991,Sondre Langås,25,Noruega,CB,,Other,False,3,0,0,0,2,2,False,24,0.6
NOR_7_690,Martin Ødegaard,28,Noruega,AM,,Other,False,12,0,0,5,3,9,True,10,1.2
NOR_8_606,Sander Berge,28,Noruega,CM,,Other,False,66,1,5,1,3,52,True,8,0.8
NOR_6_279,Patrick Berg,29,Noruega,DM,,Other,False,43,0,3,7,4,34,True,6,1.0
NOR_18_265,Kristian Thorstvedt,27,Noruega,CM,,Other,False,37,4,2,4,0,29,False,18,1.2
NOR_2_411,Morten Thorsby,30,Noruega,CM,,Other,False,31,0,2,1,1,24,False,2,1.4
NOR_19_60,Thelo Aasgaard,24,Noruega,AM,,Other,False,8,5,0,5,2,6,False,19,0.8
NOR_21_203,Andreas Schjelderup,22,Noruega,AM,,Other,False,12,1,0,1,4,9,False,21,0.6
NOR_23_434,Jens Petter Hauge,27,Noruega,AM,,Other,False,15,1,1,1,0,12,False,23,1.0
NOR_14_750,Fredrik Aursnes,31,Noruega,CM,,Other,False,22,1,1,1,1,17,False,14,0.8
NOR_22_266,Oscar Bobb,23,Noruega,AM,,Other,False,20,2,1,2,3,16,False,22,1.0
NOR_20_788,Antonio Nusa,21,Noruega,RB,,Other,False,24,8,1,8,2,19,False,20,1.0
NOR_9_697,Erling Haaland,26,Noruega,ST,,Other,False,50,55,4,55,0,40,True,9,1.4
NOR_8_693,Alexander Sørloth,28,Noruega,ST,,Other,False,12,0,0,3,1,9,True,7,1.4
NOR_9_196,Jørgen Strand Larsen,24,Noruega,ST,,Other,False,14,0,1,3,1,11,False,11,1.4
POR_1_560,Diogo Costa,27,Portugal,GK,FC Porto,Other,False,43,0,3,6,3,34,True,1,1.0
POR_12_665,José Sá,33,Portugal,GK,Wolverhampton Wanderers F.C.,Other,False,5,0,0,5,4,4,False,12,0.8
POR_22_463,Rui Silva,32,Portugal,GK,Sporting CP,Other,False,3,0,0,5,4,2,False,22,0.8
POR_3_888,Rúben Dias,29,Portugal,CB,Manchester City F.C.,Premier League,True,76,3,6,3,0,60,True,3,1.2
POR_20_933,João Cancelo,32,Portugal,LB,Al Hilal Saudi Club,Other,False,68,12,5,12,2,54,False,20,0.6
POR_5_39,Diogo Dalot,27,Portugal,RB,Manchester United F.C.,Premier League,True,35,3,2,3,3,28,True,5,1.4
POR_25_46,Nuno Mendes,24,Portugal,LB,Paris Saint-Germain F.C.,Ligue 1,True,44,1,3,1,4,35,True,25,1.0
POR_2_854,Nélson Semedo,33,Portugal,RB,Fenerbahçe SK,Other,False,50,0,4,6,1,40,False,2,0.8
POR_6_8,Matheus Nunes,28,Portugal,CM,Manchester City F.C.,Premier League,True,20,2,1,2,0,16,False,18,1.2
POR_14_588,Gonçalo Inácio,25,Portugal,CB,Sporting CP,Other,False,22,2,1,2,4,17,True,14,0.6
POR_13_753,Renato Veiga,23,Portugal,CB,Villarreal CF,La Liga,True,13,1,1,1,1,10,False,13,1.8
POR_4_493,Tomás Araújo,24,Portugal,CB,S.L. Benfica,Other,False,5,0,0,2,3,4,False,4,1.2
POR_8_886,Bruno Fernandes,32,Portugal,AM,Manchester United F.C.,Premier League,True,89,29,7,29,3,71,True,8,1.2
POR_10_328,Bernardo Silva,32,Portugal,RW,Manchester City F.C.,Premier League,True,109,14,8,14,3,87,True,10,1.0
POR_23_326,Vitinha,26,Portugal,CM,Paris Saint-Germain F.C.,Ligue 1,True,38,0,3,3,2,30,True,23,1.0
POR_15_232,João Neves,22,Portugal,CM,Paris Saint-Germain F.C.,Ligue 1,True,22,3,1,3,0,17,True,15,2.0
POR_21_769,Rúben Neves,29,Portugal,DM,Al Hilal Saudi Club,Other,False,67,1,5,1,0,53,False,21,1.0
POR_24_858,Samu Costa,26,Portugal,DM,RCD Mallorca,La Liga,True,6,0,0,2,3,4,False,24,1.0
POR_7_591,Cristiano Ronaldo,41,Portugal,ST,Al-Nassr FC,Other,False,228,143,18,143,2,182,True,7,1.0
POR_17_602,Rafael Leão,27,Portugal,LW,AC Milan,Serie A,True,44,5,3,5,3,35,True,17,1.4
POR_11_40,João Félix,27,Portugal,LW,Al-Nassr FC,Other,False,54,12,4,12,4,43,False,11,1.0
POR_9_917,Gonçalo Ramos,25,Portugal,AM,Paris Saint-Germain F.C.,Ligue 1,True,25,10,2,10,2,20,False,9,1.2
POR_18_160,Pedro Neto,26,Portugal,LW,Chelsea F.C.,Premier League,True,25,3,2,3,1,20,False,18,0.8
POR_26_55,Francisco Conceição,24,Portugal,RW,Juventus FC,Serie A,True,17,4,1,4,1,13,False,19,0.8
POR_19_219,Gonçalo Guedes,30,Portugal,LW,Real Sociedad,La Liga,True,35,8,2,8,2,28,False,19,0.6
POR_16_838,Francisco Trincão,27,Portugal,RW,Sporting CP,Other,False,18,3,1,3,1,14,False,16,1.6
SCO_21_332,Craig Gordon,44,Escocia,GK,,Other,False,84,0,6,0,4,67,False,21,0.2
SCO_1_581,Angus Gunn,30,Escocia,GK,,Other,False,22,0,1,6,3,17,True,1,0.6
SCO_12_364,Liam Kelly,30,Escocia,GK,,Other,False,3,0,0,5,4,2,False,12,1.2
SCO_5_145,Grant Hanley,35,Escocia,CB,,Other,False,68,2,5,2,0,54,True,5,0.8
SCO_13_735,Jack Hendry,31,Escocia,CB,,Other,False,38,3,3,3,4,30,False,13,1.2
SCO_2_975,Aaron Hickey,24,Escocia,RB,,Other,False,21,0,1,6,3,16,True,2,0.8
SCO_1_283,Dominic Hyam,23,Escocia,CB,,Other,False,5,0,0,6,1,4,False,16,1.4
SCO_26_857,Scott McKenna,30,Escocia,CB,,Other,False,50,1,4,1,2,40,True,16,1.4
SCO_22_988,Nathan Patterson,25,Escocia,RB,,Other,False,26,1,2,1,2,20,False,22,0.4
SCO_24_283,Anthony Ralston,28,Escocia,RB,,Other,False,27,1,2,1,3,21,False,24,1.4
SCO_3_786,Andy Robertson,32,Escocia,LB,,Other,False,94,4,7,4,0,75,True,3,0.6
SCO_15_176,John Souttar,30,Escocia,CB,,Other,False,24,2,1,2,1,19,False,15,1.6
SCO_6_726,Kieran Tierney,29,Escocia,CB,,Other,False,56,2,4,2,4,44,False,6,0.8
SCO_11_10,Ryan Christie,31,Escocia,LW,,Other,False,68,10,5,10,2,54,True,11,1.2
SCO_2_656,Tyler Fletcher,30,Escocia,CM,,Other,False,14,0,1,6,3,11,False,8,1.4
SCO_19_3,Lewis Ferguson,27,Escocia,CM,,Other,False,24,1,1,1,1,19,True,19,0.8
SCO_17_881,Ben Gannon-Doak,21,Escocia,RW,,Other,False,14,1,1,1,3,11,True,17,1.2
SCO_3_638,Findlay Curtis,23,Escocia,AM,AM/Forward,Other,False,14,0,1,4,0,11,False,25,0.8
SCO_7_912,John McGinn,32,Escocia,CM,,Other,False,86,20,6,20,0,68,True,7,0.8
SCO_23_484,Kenny McLean,34,Escocia,CM,,Other,False,58,3,4,3,0,46,False,23,1.2
SCO_4_81,Scott McTominay,30,Escocia,AM,,Other,False,70,15,5,15,4,56,True,4,0.6
SCO_10_167,Ché Adams,30,Escocia,ST,,Other,False,47,13,3,13,1,37,True,10,1.8
SCO_9_96,Lyndon Dykes,31,Escocia,ST,,Other,False,51,10,4,10,4,40,False,9,1.2
SCO_18_287,George Hirst,27,Escocia,ST,,Other,False,10,1,0,1,3,8,False,18,0.6
SCO_20_198,Lawrence Shankland,31,Escocia,ST,,Other,False,20,7,1,7,2,16,False,20,0.6
SCO_14_987,Ross Stewart,30,Escocia,AM,,Other,False,3,0,0,3,3,2,False,14,0.6
SPA_23_284,Unai Simón,29,Espana,GK,Athletic Bilbao,Other,False,58,0,4,4,3,46,True,1,0.4
SPA_1_544,David Raya,31,Espana,GK,Arsenal F.C.,Premier League,True,13,0,1,7,4,10,False,13,1.2
SPA_13_448,Joan García,25,Espana,GK,FC Barcelona,La Liga,True,2,0,0,5,4,1,False,23,1.2
SPA_24_805,Marc Cucurella,28,Espana,LB,Chelsea F.C.,Premier League,True,24,1,1,1,4,19,True,22,1.0
SPA_22_147,Pau Cubarsí,19,Espana,CB,FC Barcelona,La Liga,True,12,0,0,0,0,9,True,2,0.6
SPA_14_852,Aymeric Laporte,32,Espana,CB,Al-Nassr FC,Other,False,46,2,3,2,1,36,True,3,0.6
SPA_3_852,Carl Starfelt,31,Espana,CB,Celta Vigo,Other,False,14,0,1,1,2,11,False,4,0.8
SPA_12_581,Pedro Porro,27,Espana,RB,Tottenham Hotspur F.C.,Premier League,True,18,0,1,4,1,14,False,12,1.0
SPA_4_418,Eric García,25,Espana,CB/RB,FC Barcelona,La Liga,True,21,0,1,7,0,16,False,24,0.8
SPA_5_592,Marcos Llorente,31,Espana,RB,Atlético Madrid,Other,False,24,0,1,4,3,19,True,5,1.0
SPA_2_19,Marc Pubill,23,Espana,CB/RB,UD Almería,Other,False,2,0,0,2,1,1,False,15,1.2
SPA_9_905,Gavi,22,Espana,CM,FC Barcelona,La Liga,True,30,5,2,5,3,24,False,9,1.0
SPA_16_819,Rodrigo Hernández,30,Espana,DM,Manchester City F.C.,Premier League,True,62,4,4,4,1,49,True,16,1.2
SPA_20_13,Pedri González,24,Espana,CM/AM,FC Barcelona,La Liga,True,41,6,3,6,1,32,True,20,1.2
SPA_18_769,Martín Zubimendi,27,Espana,DM,Real Sociedad,La Liga,True,26,3,2,3,4,20,False,18,1.4
SPA_8_639,Fabián Ruiz,30,Espana,CM,Paris Saint-Germain F.C.,Ligue 1,True,42,6,3,6,3,33,True,8,1.2
SPA_15_134,Álex Baena,25,Espana,AM/LW,Villarreal CF,La Liga,True,17,2,1,2,3,13,False,10,0.8
SPA_6_885,Mikel Merino,30,Espana,CM/ST,Arsenal F.C.,Premier League,True,43,10,3,10,2,34,False,6,1.0
SPA_19_988,Lamine Yamal,19,Espana,RW,FC Barcelona,La Liga,True,25,6,2,6,1,20,True,17,0.8
SPA_17_997,Nico Williams,24,Espana,LW,Athletic Bilbao,Other,False,30,6,2,6,1,24,True,11,0.8
SPA_10_863,Dani Olmo,28,Espana,AT/LW,FC Barcelona,La Liga,True,50,12,4,12,0,40,False,21,0.6
SPA_7_473,Ferran Torres,26,Espana,ST/RW,FC Barcelona,La Liga,True,57,24,4,24,0,45,False,7,0.8
SPA_21_361,Mikel Oyarzabal,29,Espana,ST,Real Sociedad,La Liga,True,53,25,4,25,0,42,True,19,1.2
SPA_11_530,Alejandro Grimaldo,24,Espana,LB,Bayer 04 Leverkusen,Bundesliga,True,23,4,1,4,4,18,False,14,1.2
SPA_26_209,Borja Iglesias,33,Espana,ST,Real Betis,La Liga,True,8,0,0,2,3,6,False,26,0.8
SPA_25_216,Víctor Muñoz,23,Espana,ST,CA Osasuna,Other,False,2,1,0,1,1,1,False,25,0.8
SWE_12_678,Viktor Johansson,28,Suecia,GK,Stoke City F.C.,Other,False,12,0,0,0,4,9,True,12,0.4
SWE_23_930,Kristoffer Nordfeldt,37,Suecia,GK,AIK Fotboll,Other,False,21,0,1,0,0,16,False,23,0.4
SWE_1_687,Jacob Widell Zetterström,28,Suecia,GK,Derby County F.C.,Other,False,3,0,0,2,1,2,False,1,0.2
SWE_14_379,Hjalmar Ekdal,28,Suecia,CM,Burnley F.C.,Other,False,13,0,1,7,0,10,False,14,1.2
SWE_5_347,Gabriel Gudmundsson,27,Suecia,LB,Lille OSC,Other,False,24,0,1,7,2,19,True,5,1.4
SWE_4_47,Isak Hien,27,Suecia,CB,Atalanta BC,Serie A,True,29,0,2,4,3,23,True,4,1.0
SWE_1_508,Eric Smith,30,Suecia,ST,FC St. Pauli,Other,False,15,0,1,1,1,12,False,20,1.0
SWE_2_848,Gustaf Lagerbielke,26,Suecia,RB,FC Twente,Other,False,11,2,0,2,2,8,True,2,1.4
SWE_3_657,Victor Lindelöf,32,Suecia,CB,Manchester United F.C.,Premier League,True,76,3,6,3,1,60,True,3,0.8
SWE_2_781,Erik Smith,30,Suecia,DM/CM,St. Pauli,Other,False,15,0,1,7,2,12,False,6,0.4
SWE_15_871,Carl Starfelt,31,Suecia,CB/LB,Celta Vigo,Other,False,18,0,1,7,0,14,False,15,1.2
SWE_24_231,Elliot Stroud,24,Suecia,CM/DM,Mjällby AIF,Other,False,1,0,0,7,0,28,False,24,1.4
SWE_8_820,Daniel Svensson,24,Suecia,CM/AM,FC Nordsjælland,Other,False,13,0,1,6,3,10,False,8,0.8
SWE_26_326,Taha Ali,28,Suecia,CB,Malmö FF,Other,False,2,0,0,3,0,1,False,26,0.4
SWE_18_214,Yasin Ayari,23,Suecia,CM/AM,Brighton & Hove Albion,Premier League,True,21,3,1,3,1,16,False,18,1.0
SWE_7_930,Lucas Bergvall,20,Suecia,CM,Tottenham Hotspur F.C.,Premier League,True,10,0,0,7,3,8,True,7,1.0
SWE_16_468,Jesper Karlström,31,Suecia,DM/CM,Udinese Calcio,Serie A,True,24,0,1,3,1,19,False,16,1.0
SWE_13_843,Ken Sema,33,Suecia,LW,Watford F.C.,Other,False,32,5,2,5,1,25,True,13,1.4
SWE_19_361,Mattias Svanberg,27,Suecia,CM,VfL Wolfsburg,Bundesliga,True,40,2,3,2,3,32,True,19,0.8
SWE_22_659,Besfort Zeneli,24,Suecia,RB/RWB,IF Elfsborg,Other,False,8,0,0,1,4,6,False,22,0.8
SWE_21_576,Alexander Bernhardsson,28,Suecia,CB,Holstein Kiel,Other,False,11,0,0,2,0,8,False,21,1.0
SWE_11_815,Anthony Elanga,24,Suecia,RW,Newcastle United F.C.,Premier League,True,30,6,2,6,1,24,True,11,1.0
SWE_17_403,Viktor Gyökeres,28,Suecia,ST,Arsenal F.C.,Premier League,True,33,20,2,20,1,26,True,17,0.6
SWE_9_668,Alexander Isak,27,Suecia,ST,Liverpool F.C.,Premier League,True,58,17,4,17,4,46,True,9,1.0
SWE_25_129,Gustaf Nilsson,29,Suecia,ST,Club Brugge KV,Other,False,9,4,0,4,3,7,False,25,0.8
SWE_10_741,Benjamin Nygren,25,Suecia,AM/LW,FC Nordsjælland,Other,False,11,3,0,3,2,8,False,10,1.2
SWI_1_62,Gregor Kobel,29,Suiza,GK,Borussia Dortmund,Bundesliga,True,21,0,1,6,1,16,True,1,1.2
SWI_12_201,Yvon Mvogo,32,Suiza,GK,FC Lorient,Other,False,13,0,1,7,4,10,False,12,1.4
SWI_21_671,Marvin Keller,24,Suiza,GK,BSC Young Boys,Other,False,1,0,0,6,4,24,False,21,1.2
SWI_5_6,Manuel Akanji,31,Suiza,CB,Inter Milan,Serie A,True,81,4,6,4,0,64,True,5,1.6
SWI_4_603,Nico Elvedi,30,Suiza,CB,Borussia Mönchengladbach,Other,False,67,3,5,3,3,53,True,4,1.4
SWI_13_399,Ricardo Rodriguez,34,Suiza,LB,Real Betis,La Liga,True,138,9,11,9,3,110,True,13,0.8
SWI_3_863,Silvan Widmer,33,Suiza,RB,1. FSV Mainz 05,Bundesliga,True,60,5,4,5,1,48,True,3,1.0
SWI_2_980,Miro Muheim,28,Suiza,DM/CM,Hamburger SV,Other,False,10,0,0,7,0,8,False,6,1.6
SWI_24_827,Aurèle Amenda,23,Suiza,DM/CM,Eintracht Frankfurt,Bundesliga,True,7,0,0,5,4,5,False,15,1.2
SWI_1_984,Eray Cömert,26,Suiza,RB,Valencia CF,La Liga,True,21,0,1,0,2,16,False,2,1.0
SWI_25_64,Luca Jaquez,23,Suiza,CB,VfB Stuttgart,Bundesliga,True,3,0,0,2,2,2,False,14,1.4
SWI_10_543,Granit Xhaka,34,Suiza,CM,Sunderland A.F.C.,Other,False,146,17,11,17,0,116,True,10,1.6
SWI_9_73,Johan Manzambi,21,Suiza,CB,SC Freiburg,Bundesliga,True,12,3,0,3,1,9,False,24,1.0
SWI_8_634,Remo Freuler,34,Suiza,CM/AM,Bologna FC 1909,Serie A,True,88,11,7,11,3,70,False,8,0.6
SWI_6_478,Denis Zakaria,30,Suiza,CM,AS Monaco,Ligue 1,True,65,3,5,3,4,52,True,20,1.2
SWI_14_488,Ardon Jashari,24,Suiza,LB/LWB,AC Milan,Serie A,True,8,0,0,7,2,6,False,22,0.6
SWI_15_248,Djibril Sow,29,Suiza,CM/DM,Sevilla FC,La Liga,True,52,0,4,4,3,41,False,25,1.2
SWI_16_875,Christian Fassnacht,33,Suiza,LW/RW,BSC Young Boys,Other,False,23,5,1,5,4,18,False,11,0.8
SWI_20_700,Michel Aebischer,29,Suiza,CM,Pisa Sporting Club,Other,False,40,2,3,2,1,32,False,16,1.2
SWI_22_561,Fabian Rieder,24,Suiza,AM,FC Augsburg,Bundesliga,True,28,1,2,1,0,22,True,26,1.2
SWI_17_811,Ruben Vargas,28,Suiza,LW,FC Augsburg,Bundesliga,True,61,11,4,11,0,48,True,17,1.0
SWI_7_694,Breel Embolo,29,Suiza,ST,Stade Rennais FC,Other,False,86,24,6,24,0,68,True,7,0.6
SWI_19_264,Noah Okafor,26,Suiza,ST,AC Milan,Serie A,True,25,2,2,2,0,20,False,9,1.4
SWI_11_156,Dan Ndoye,26,Suiza,RW,Bologna FC 1909,Serie A,True,31,8,2,8,3,24,True,19,1.6
SWI_23_860,Zeki Amdouni,26,Suiza,ST,Burnley F.C.,Other,False,29,11,2,11,1,23,False,23,0.6
SWI_26_331,Cédric Itten,30,Suiza,RB/RWB,BSC Young Boys,Other,False,15,5,1,5,2,12,False,18,1.0
